timestamp,electricity,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed
2016-01-02 10:00:00,17.48,14.4,4.0,0.0,0.0,,1021.3,80.0,7.7
2016-01-02 11:00:00,12.97,16.1,4.0,0.0,0.0,,1021.3,70.0,7.7
2016-01-02 12:00:00,12.38,17.8,2.0,-0.6,0.0,,1020.5,100.0,5.1
2016-01-02 13:00:00,12.53,18.9,4.0,-0.6,0.0,,1018.9,100.0,5.7
2016-01-02 14:00:00,10.79,20.6,2.0,-0.6,0.0,,1017.8,100.0,4.1
2016-01-02 15:00:00,10.78,20.6,2.0,-1.1,0.0,,1017.1,100.0,3.1
2016-01-02 16:00:00,11.34,20.6,2.0,-1.7,0.0,,1016.6,110.0,2.1
2016-01-02 17:00:00,11.01,20.0,2.0,-1.1,0.0,,1016.4,70.0,2.6
2016-01-02 18:00:00,11.85,18.9,2.0,-1.1,0.0,,1016.4,60.0,3.1
2016-01-02 19:00:00,13.05,16.7,2.0,-0.6,0.0,,1016.8,80.0,3.6
2016-01-02 20:00:00,14.04,15.6,4.0,-0.6,0.0,,1017.5,90.0,2.6
2016-01-02 21:00:00,15.99,15.0,4.0,-0.6,0.0,,1018.2,100.0,2.1
2016-01-02 22:00:00,15.47,13.9,4.0,0.0,0.0,,1018.5,110.0,3.1
2016-01-02 23:00:00,16.38,13.3,4.0,0.6,0.0,,1018.7,100.0,2.6
2016-01-03 00:00:00,17.85,12.2,2.0,0.6,0.0,,1018.4,100.0,3.1
2016-01-03 01:00:00,18.61,11.7,4.0,0.6,0.0,,1018.5,130.0,2.1
2016-01-03 02:00:00,18.01,12.2,,0.6,0.0,,1018.1,80.0,4.1
2016-01-03 03:00:00,17.97,11.7,,0.0,0.0,,1018.2,90.0,2.6
2016-01-03 04:00:00,18.82,12.2,,0.0,0.0,,1018.2,100.0,2.6
2016-01-03 05:00:00,17.61,12.2,6.0,0.0,0.0,,1017.5,100.0,3.1
2016-01-03 06:00:00,19.39,12.2,2.0,0.0,0.0,,1017.3,90.0,4.6
2016-01-03 07:00:00,17.47,11.7,2.0,0.0,0.0,,1018.1,90.0,3.6
2016-01-03 08:00:00,17.09,11.7,4.0,0.0,0.0,,1018.6,90.0,4.1
2016-01-03 09:00:00,15.64,13.3,4.0,0.6,0.0,,1019.1,90.0,5.1
2016-01-03 10:00:00,16.53,15.6,2.0,0.0,0.0,,1019.5,80.0,7.2
2016-01-03 11:00:00,12.99,17.8,2.0,0.0,0.0,,1018.8,90.0,7.2
2016-01-03 12:00:00,13.23,18.9,2.0,0.6,0.0,,1017.8,90.0,4.6
2016-01-03 13:00:00,11.9,19.4,4.0,0.0,0.0,,1016.4,60.0,3.6
2016-01-03 14:00:00,10.86,21.1,4.0,0.0,0.0,,1014.6,90.0,4.6
2016-01-03 15:00:00,11.02,21.1,,0.0,0.0,,1013.7,80.0,5.7
2016-01-03 16:00:00,11.22,21.1,,-0.6,0.0,,1013.2,80.0,4.1
2016-01-03 17:00:00,10.56,20.6,6.0,-1.1,0.0,,1012.8,70.0,5.7
2016-01-03 18:00:00,11.89,19.4,,-2.2,0.0,,1012.7,70.0,4.6
2016-01-03 19:00:00,12.55,18.3,,-2.2,0.0,,1012.1,80.0,4.6
2016-01-03 20:00:00,11.92,18.3,,-2.8,0.0,,1011.8,80.0,5.1
2016-01-03 21:00:00,12.94,17.2,,-2.2,0.0,,1011.7,80.0,2.6
2016-01-03 22:00:00,13.05,17.2,4.0,-1.7,0.0,,1011.5,70.0,2.1
2016-01-03 23:00:00,13.74,16.7,6.0,-1.7,0.0,,1011.5,90.0,3.1
2016-01-04 00:00:00,12.38,16.7,,-1.7,0.0,,1011.2,110.0,1.5
2016-01-04 01:00:00,15.41,15.6,,-1.1,0.0,,1010.7,110.0,2.6
2016-01-04 02:00:00,13.7,16.1,,-0.6,0.0,,1009.6,90.0,4.6
2016-01-04 03:00:00,15.5,15.0,,-0.6,0.0,,1010.1,110.0,2.1
2016-01-04 04:00:00,13.34,15.6,,-0.6,0.0,,1009.4,120.0,2.6
2016-01-04 05:00:00,14.9,15.6,4.0,2.2,3.0,3.0,1009.2,0.0,0.0
2016-01-04 06:00:00,14.18,13.9,,4.4,0.0,,1009.4,270.0,1.5
2016-01-04 07:00:00,15.34,14.4,,3.3,0.0,,1009.8,0.0,0.0
2016-01-04 08:00:00,13.95,13.9,,2.8,0.0,,1010.0,80.0,4.6
2016-01-04 09:00:00,14.91,13.9,,3.9,0.0,,1010.7,100.0,2.6
2016-01-04 10:00:00,12.35,15.0,,3.3,0.0,,1011.5,120.0,3.6
2016-01-04 11:00:00,14.07,16.1,8.0,3.9,0.0,,1011.9,140.0,7.2
2016-01-04 12:00:00,14.04,13.3,,7.8,8.0,,1012.5,140.0,7.7
2016-01-04 13:00:00,15.27,12.2,,9.4,18.0,,1011.0,90.0,5.7
2016-01-04 14:00:00,13.98,13.3,,9.4,0.0,,1010.3,120.0,6.7
2016-01-04 15:00:00,13.56,13.9,,8.9,-1.0,,1009.9,110.0,6.7
2016-01-04 16:00:00,13.19,14.4,,8.3,0.0,,1009.9,90.0,4.6
2016-01-04 17:00:00,12.31,14.4,6.0,7.8,0.0,30.0,1010.0,110.0,3.1
2016-01-04 18:00:00,15.17,14.4,,8.3,-1.0,,1010.3,90.0,2.6
2016-01-04 19:00:00,14.42,13.9,,9.4,8.0,,1011.1,350.0,2.6
2016-01-04 20:00:00,15.44,12.2,,10.6,13.0,,1011.8,350.0,4.1
2016-01-04 21:00:00,14.25,11.7,,10.6,20.0,,1011.9,90.0,3.6
2016-01-04 22:00:00,17.11,11.7,,10.0,-1.0,,1012.4,100.0,3.6
2016-01-04 23:00:00,18.37,11.7,8.0,10.0,0.0,40.0,1012.9,110.0,2.6
2016-01-05 00:00:00,16.76,11.7,,10.0,-1.0,,1013.0,110.0,4.6
2016-01-05 01:00:00,16.22,11.7,,9.4,0.0,,1013.0,120.0,3.1
2016-01-05 02:00:00,16.43,11.7,,10.0,0.0,,1013.0,110.0,1.5
2016-01-05 03:00:00,18.42,11.7,,9.4,0.0,,1013.2,130.0,4.6
2016-01-05 04:00:00,18.03,11.1,,9.4,0.0,,1013.2,100.0,3.6
2016-01-05 05:00:00,17.4,11.1,8.0,9.4,0.0,-1.0,1013.0,90.0,4.6
2016-01-05 06:00:00,17.37,11.1,,9.4,0.0,,1012.9,80.0,5.1
2016-01-05 07:00:00,15.8,11.1,,9.4,0.0,,1013.6,90.0,4.1
2016-01-05 08:00:00,16.08,11.1,,8.9,0.0,,1014.0,90.0,4.1
2016-01-05 09:00:00,17.6,11.7,,8.9,0.0,,1014.3,100.0,3.6
2016-01-05 10:00:00,15.71,11.7,,9.4,0.0,,1014.8,100.0,4.6
2016-01-05 11:00:00,13.38,12.8,8.0,11.1,-1.0,-1.0,1014.8,110.0,4.6
2016-01-05 12:00:00,14.91,13.3,,10.0,0.0,,1014.2,140.0,4.1
2016-01-05 13:00:00,13.79,12.8,,11.1,5.0,,1013.3,120.0,2.6
2016-01-05 14:00:00,12.48,13.9,,11.7,-1.0,,,110.0,2.6
2016-01-05 15:00:00,14.83,13.9,,11.7,-1.0,,1011.7,80.0,3.6
2016-01-05 16:00:00,12.48,13.9,,11.7,0.0,,1011.4,80.0,4.1
2016-01-05 17:00:00,14.68,13.3,8.0,11.7,3.0,8.0,1011.4,90.0,3.1
2016-01-05 18:00:00,14.91,13.3,,12.2,-1.0,,1011.4,90.0,2.1
2016-01-05 19:00:00,15.49,13.3,,12.2,3.0,,1011.4,100.0,3.1
2016-01-05 20:00:00,14.03,12.8,,11.7,0.0,,1011.4,110.0,3.6
2016-01-05 21:00:00,15.77,13.3,,11.7,0.0,,1011.4,80.0,3.1
2016-01-05 22:00:00,17.01,13.3,,12.2,-1.0,,1011.1,140.0,4.6
2016-01-05 23:00:00,15.2,13.3,8.0,11.7,13.0,20.0,1010.8,160.0,4.1
2016-01-06 00:00:00,16.33,12.8,,11.7,5.0,,1010.5,160.0,3.6
2016-01-06 01:00:00,17.58,12.8,,11.7,-1.0,,1010.2,130.0,2.1
2016-01-06 02:00:00,15.86,12.8,,11.1,5.0,,1009.7,120.0,3.6
2016-01-06 03:00:00,17.02,12.8,,11.1,0.0,,1009.0,110.0,4.6
2016-01-06 04:00:00,17.77,10.6,,8.3,25.0,,1010.0,250.0,4.6
2016-01-06 05:00:00,18.01,10.6,8.0,8.3,5.0,40.0,1010.0,0.0,0.0
2016-01-06 06:00:00,18.91,10.6,,7.8,-1.0,,1010.8,60.0,2.1
2016-01-06 07:00:00,18.19,10.0,,7.8,0.0,,1012.1,140.0,4.1
2016-01-06 08:00:00,16.94,10.0,,8.3,0.0,,1013.2,130.0,2.6
2016-01-06 09:00:00,17.72,10.6,2.0,8.3,0.0,,1014.0,150.0,3.6
2016-01-06 10:00:00,16.37,12.2,4.0,7.8,0.0,,1014.8,230.0,2.6
2016-01-06 11:00:00,15.13,13.3,6.0,6.1,0.0,-1.0,1015.4,220.0,5.1
2016-01-06 12:00:00,15.49,14.4,,5.6,0.0,,1014.9,220.0,3.6
2016-01-06 13:00:00,13.79,15.0,,5.0,0.0,,1014.3,230.0,6.2
2016-01-06 14:00:00,18.31,14.4,,5.0,0.0,,1014.0,250.0,5.7
2016-01-06 15:00:00,12.11,15.0,,4.4,0.0,,1014.1,230.0,5.1
2016-01-06 16:00:00,12.62,15.0,,3.9,0.0,,1013.8,280.0,2.6
2016-01-06 17:00:00,12.39,15.0,6.0,4.4,0.0,,1014.3,300.0,2.1
2016-01-06 18:00:00,14.55,14.4,,3.9,0.0,,1014.3,290.0,2.1
2016-01-06 19:00:00,15.41,14.4,,4.4,0.0,,1014.4,330.0,1.5
2016-01-06 20:00:00,17.14,13.3,,5.6,0.0,,1014.5,90.0,2.1
2016-01-06 21:00:00,17.51,12.2,,5.6,0.0,,1014.3,80.0,3.6
2016-01-06 22:00:00,17.93,11.7,,6.7,0.0,,1014.8,90.0,2.6
2016-01-06 23:00:00,17.61,11.7,8.0,6.1,-1.0,0.0,1014.9,110.0,2.1
2016-01-07 00:00:00,18.87,10.6,,7.8,3.0,,1013.7,90.0,4.1
2016-01-07 01:00:00,18.13,10.6,,6.7,-1.0,,1014.1,160.0,2.6
2016-01-07 02:00:00,19.61,10.6,,7.2,3.0,,1013.3,150.0,4.1
2016-01-07 03:00:00,18.79,10.0,,7.2,-1.0,,1013.0,110.0,4.1
2016-01-07 04:00:00,18.6,10.0,,7.8,-1.0,,1012.4,90.0,3.6
2016-01-07 05:00:00,18.69,10.0,8.0,8.3,3.0,8.0,1011.9,80.0,3.6
2016-01-07 06:00:00,18.12,10.0,,8.9,8.0,,1011.4,110.0,3.6
2016-01-07 07:00:00,18.14,10.0,,8.9,3.0,,1011.4,130.0,3.1
2016-01-07 08:00:00,16.12,10.0,,8.3,-1.0,,1010.4,130.0,3.6
2016-01-07 09:00:00,17.9,11.1,,7.8,5.0,,1011.5,0.0,0.0
2016-01-07 10:00:00,18.64,9.4,,7.8,66.0,,1012.3,230.0,4.1
2016-01-07 11:00:00,19.19,10.0,8.0,7.8,8.0,90.0,1012.2,190.0,1.5
2016-01-07 12:00:00,17.98,10.0,,7.2,36.0,,1011.1,210.0,5.1
2016-01-07 13:00:00,19.56,10.6,,7.2,-1.0,,1009.9,270.0,8.2
2016-01-07 14:00:00,16.94,11.1,,6.7,-1.0,,1008.8,220.0,1.5
2016-01-07 15:00:00,15.53,11.7,,5.6,0.0,,1008.5,140.0,2.1
2016-01-07 16:00:00,17.9,11.7,,6.7,-1.0,,1008.4,140.0,3.1
2016-01-07 17:00:00,18.72,10.0,8.0,7.8,18.0,50.0,1008.9,140.0,3.1
2016-01-07 18:00:00,17.76,10.0,,7.2,5.0,,1009.2,140.0,2.1
2016-01-07 19:00:00,17.89,9.4,,8.3,0.0,,1009.5,180.0,2.6
2016-01-07 20:00:00,20.1,9.4,,8.3,0.0,,1009.9,80.0,2.1
2016-01-07 21:00:00,21.46,9.4,,5.6,0.0,,1010.1,230.0,2.1
2016-01-07 22:00:00,21.06,9.4,,6.1,0.0,,1010.4,0.0,0.0
2016-01-07 23:00:00,20.82,8.9,6.0,7.2,0.0,5.0,1010.6,90.0,2.1
2016-01-08 00:00:00,21.13,8.9,,5.0,-1.0,,1010.5,310.0,2.1
2016-01-08 01:00:00,22.49,8.3,,5.6,0.0,,1010.3,240.0,1.5
2016-01-08 02:00:00,24.3,8.3,,6.1,0.0,,1010.1,220.0,1.5
2016-01-08 03:00:00,21.4,7.8,,5.6,0.0,,1010.2,0.0,0.0
2016-01-08 04:00:00,22.03,7.8,,5.6,0.0,,1009.9,0.0,0.0
2016-01-08 05:00:00,23.07,7.8,6.0,6.1,0.0,-1.0,1009.9,90.0,1.5
2016-01-08 06:00:00,24.27,7.8,,6.1,0.0,,1010.3,90.0,2.1
2016-01-08 07:00:00,22.16,7.8,,6.1,0.0,,1011.2,0.0,0.0
2016-01-08 08:00:00,20.78,7.8,,6.1,0.0,,1011.9,80.0,2.1
2016-01-08 09:00:00,20.39,8.3,,6.1,-1.0,,1012.8,0.0,0.0
2016-01-08 10:00:00,19.46,9.4,,6.1,0.0,,1013.8,0.0,0.0
2016-01-08 11:00:00,17.09,10.0,6.0,5.0,0.0,0.0,1014.3,0.0,0.0
2016-01-08 12:00:00,26.14,10.6,,5.0,0.0,,1014.1,,1.5
2016-01-08 13:00:00,20.72,12.2,,3.9,0.0,,1013.4,270.0,4.6
2016-01-08 14:00:00,23.21,11.7,,3.3,0.0,,1013.4,240.0,3.6
2016-01-08 15:00:00,32.73,12.2,4.0,4.4,0.0,,1013.5,220.0,3.6
2016-01-08 16:00:00,16.39,13.3,,4.4,0.0,,1013.8,240.0,5.1
2016-01-08 17:00:00,15.17,12.2,6.0,3.3,0.0,,1014.7,260.0,4.6
2016-01-08 18:00:00,16.91,11.7,,3.3,0.0,,1015.3,250.0,2.6
2016-01-08 19:00:00,17.24,11.1,,5.0,0.0,,1016.0,210.0,2.1
2016-01-08 20:00:00,18.21,11.7,,3.9,0.0,,1016.5,0.0,0.0
2016-01-08 21:00:00,18.58,10.6,,6.1,-1.0,,1017.2,90.0,2.6
2016-01-08 22:00:00,21.25,10.0,,5.6,-1.0,,1017.6,90.0,3.1
2016-01-08 23:00:00,19.94,10.0,6.0,6.1,0.0,-1.0,1018.4,60.0,2.1
2016-01-09 00:00:00,20.67,8.9,,6.1,0.0,,1018.6,80.0,2.1
2016-01-09 01:00:00,20.77,8.3,2.0,6.1,0.0,,1018.8,100.0,2.1
2016-01-09 02:00:00,22.68,7.8,2.0,6.1,0.0,,1019.2,90.0,1.5
2016-01-09 03:00:00,24.79,7.2,2.0,5.6,0.0,,1019.1,90.0,2.1
2016-01-09 04:00:00,21.72,6.7,2.0,5.0,0.0,,1019.4,0.0,0.0
2016-01-09 05:00:00,23.64,6.1,0.0,5.0,0.0,,1019.5,100.0,2.1
2016-01-09 06:00:00,24.54,6.1,0.0,4.4,0.0,,1019.9,100.0,2.6
2016-01-09 07:00:00,26.15,6.1,0.0,3.9,0.0,,1020.7,90.0,2.1
2016-01-09 08:00:00,22.63,5.6,2.0,3.9,0.0,,1021.5,60.0,2.6
2016-01-09 09:00:00,22.42,6.7,0.0,4.4,0.0,,1022.2,100.0,2.6
2016-01-09 10:00:00,19.63,8.9,2.0,4.4,0.0,,1023.1,100.0,2.1
2016-01-09 11:00:00,17.8,11.1,2.0,5.0,0.0,,1023.5,110.0,2.6
2016-01-09 12:00:00,14.25,11.7,2.0,4.4,0.0,,1022.8,80.0,2.6
2016-01-09 13:00:00,14.04,13.3,4.0,4.4,0.0,,1021.5,,2.6
2016-01-09 14:00:00,12.75,13.3,4.0,3.3,0.0,,1020.9,40.0,1.5
2016-01-09 15:00:00,13.32,13.3,4.0,3.3,0.0,,1020.4,280.0,1.5
2016-01-09 16:00:00,13.16,14.4,4.0,2.2,0.0,,1019.9,0.0,0.0
2016-01-09 17:00:00,13.39,14.4,2.0,2.2,0.0,,1020.0,230.0,2.1
2016-01-09 18:00:00,15.72,12.8,2.0,3.3,0.0,,1020.3,230.0,1.5
2016-01-09 19:00:00,16.67,11.7,0.0,4.4,0.0,,1020.9,190.0,1.5
2016-01-09 20:00:00,19.56,11.1,0.0,5.0,0.0,,1021.0,0.0,0.0
2016-01-09 21:00:00,19.25,10.6,0.0,5.0,0.0,,1021.1,0.0,0.0
2016-01-09 22:00:00,19.93,9.4,0.0,5.6,0.0,,1021.1,100.0,2.1
2016-01-09 23:00:00,21.08,8.9,0.0,5.0,0.0,,1021.3,90.0,2.6
2016-01-10 00:00:00,21.17,7.8,0.0,5.0,0.0,,1021.3,80.0,3.1
2016-01-10 01:00:00,24.07,7.2,0.0,4.4,0.0,,1020.8,110.0,2.6
2016-01-10 02:00:00,22.05,7.8,0.0,3.9,0.0,,1020.5,110.0,2.6
2016-01-10 03:00:00,23.39,6.7,0.0,3.9,0.0,,1020.4,100.0,3.1
2016-01-10 04:00:00,23.33,6.7,4.0,3.9,0.0,,1020.3,140.0,1.5
2016-01-10 05:00:00,24.89,7.2,6.0,3.9,0.0,,1020.1,120.0,2.1
2016-01-10 06:00:00,21.44,6.7,,3.9,0.0,,1020.5,120.0,2.1
2016-01-10 07:00:00,22.71,7.2,,3.9,0.0,,1021.1,110.0,2.1
2016-01-10 08:00:00,21.7,7.2,,3.3,0.0,,1020.9,160.0,3.1
2016-01-10 09:00:00,21.21,7.8,,3.9,0.0,,1021.4,110.0,2.6
2016-01-10 10:00:00,19.06,8.9,,3.3,0.0,,1022.2,120.0,2.1
2016-01-10 11:00:00,16.95,10.0,8.0,3.9,0.0,,1022.3,90.0,2.6
2016-01-10 12:00:00,18.2,11.1,,2.8,0.0,,1021.6,50.0,2.6
2016-01-10 13:00:00,16.26,11.7,,2.8,0.0,,1020.5,0.0,0.0
2016-01-10 14:00:00,12.75,12.8,,2.8,0.0,,1019.3,130.0,1.5
2016-01-10 15:00:00,15.89,13.3,,2.2,0.0,,1018.8,,1.5
2016-01-10 16:00:00,15.52,13.3,,2.8,0.0,,1018.6,220.0,1.5
2016-01-10 17:00:00,18.18,13.3,8.0,2.2,0.0,,1018.8,240.0,2.6
2016-01-10 18:00:00,19.01,12.8,,1.7,0.0,,1019.3,270.0,3.6
2016-01-10 19:00:00,23.16,12.2,,4.4,0.0,,1019.6,250.0,2.1
2016-01-10 20:00:00,18.92,12.2,,3.9,0.0,,1020.2,290.0,4.1
2016-01-10 21:00:00,19.97,11.7,4.0,3.3,0.0,,1020.5,280.0,2.1
2016-01-10 22:00:00,19.06,9.4,4.0,5.6,0.0,,1021.1,240.0,1.5
2016-01-10 23:00:00,21.06,8.3,4.0,5.6,0.0,,1021.3,250.0,2.1
2016-01-11 00:00:00,21.68,7.8,2.0,5.0,0.0,,1021.2,240.0,2.6
2016-01-11 01:00:00,22.49,7.2,0.0,5.0,0.0,,1021.1,230.0,1.5
2016-01-11 02:00:00,21.45,7.8,0.0,4.4,0.0,,1021.3,80.0,3.1
2016-01-11 03:00:00,23.63,6.7,0.0,4.4,0.0,,1021.6,0.0,0.0
2016-01-11 04:00:00,24.23,6.7,0.0,4.4,0.0,,1021.6,0.0,0.0
2016-01-11 05:00:00,26.43,5.0,0.0,3.9,0.0,,1021.4,220.0,1.5
2016-01-11 06:00:00,27.03,5.0,0.0,3.3,0.0,,1021.9,220.0,1.5
2016-01-11 07:00:00,29.94,5.0,0.0,3.3,0.0,,1022.4,110.0,2.1
2016-01-11 08:00:00,30.53,5.6,0.0,3.3,0.0,,1022.8,0.0,0.0
2016-01-11 09:00:00,27.44,6.7,0.0,5.0,0.0,,1023.8,230.0,2.6
2016-01-11 10:00:00,33.11,10.0,2.0,3.9,0.0,,1024.6,0.0,0.0
2016-01-11 11:00:00,24.78,11.7,2.0,0.0,0.0,,1024.7,110.0,1.5
2016-01-11 12:00:00,28.19,12.8,2.0,-1.7,0.0,,1024.0,40.0,1.5
2016-01-11 13:00:00,30.89,13.9,2.0,-1.1,0.0,,1023.1,110.0,2.1
2016-01-11 14:00:00,21.34,14.4,2.0,-1.7,0.0,,1022.5,0.0,0.0
2016-01-11 15:00:00,21.78,15.0,2.0,-3.3,0.0,,1022.1,0.0,0.0
2016-01-11 16:00:00,21.05,15.6,2.0,-5.6,0.0,,1021.9,260.0,2.1
2016-01-11 17:00:00,21.39,15.0,2.0,-5.6,0.0,,1022.0,310.0,2.6
2016-01-11 18:00:00,21.46,13.3,2.0,0.0,0.0,,1022.5,230.0,2.6
2016-01-11 19:00:00,22.06,11.7,0.0,1.7,0.0,,1023.0,220.0,1.5
2016-01-11 20:00:00,23.92,11.7,0.0,-0.6,0.0,,1023.2,280.0,1.5
2016-01-11 21:00:00,23.78,12.2,0.0,-2.2,0.0,,1023.3,340.0,2.1
2016-01-11 22:00:00,25.09,8.9,0.0,2.2,0.0,,1023.5,0.0,0.0
2016-01-11 23:00:00,27.88,8.3,0.0,1.7,0.0,,1023.8,100.0,1.5
2016-01-12 00:00:00,27.37,7.8,0.0,1.1,0.0,,1023.7,90.0,1.5
2016-01-12 01:00:00,29.78,6.7,0.0,1.7,0.0,,1023.4,200.0,1.5
2016-01-12 02:00:00,30.82,6.7,0.0,1.1,0.0,,1023.4,0.0,0.0
2016-01-12 03:00:00,30.62,6.7,0.0,0.6,0.0,,1023.3,0.0,0.0
2016-01-12 04:00:00,31.98,5.0,0.0,0.6,0.0,,1023.2,0.0,0.0
2016-01-12 05:00:00,30.5,5.6,0.0,-0.6,0.0,,1022.9,100.0,1.5
2016-01-12 06:00:00,30.78,4.4,0.0,0.0,0.0,,1023.2,0.0,0.0
2016-01-12 07:00:00,28.82,4.4,0.0,0.0,0.0,,1023.5,0.0,0.0
2016-01-12 08:00:00,27.71,5.6,0.0,-1.7,0.0,,1023.6,130.0,1.5
2016-01-12 09:00:00,30.36,8.3,0.0,-1.7,0.0,,1023.7,110.0,3.6
2016-01-12 10:00:00,25.21,11.7,2.0,-3.3,0.0,,1023.7,80.0,4.6
2016-01-12 11:00:00,21.22,13.3,2.0,-3.3,0.0,,1023.4,90.0,6.7
2016-01-12 12:00:00,28.05,15.0,2.0,-5.6,0.0,,1022.3,70.0,5.7
2016-01-12 13:00:00,20.21,16.7,0.0,-7.2,0.0,,1020.9,70.0,4.6
2016-01-12 14:00:00,21.59,17.2,0.0,-8.9,0.0,,1019.6,40.0,2.6
2016-01-12 15:00:00,27.72,17.8,0.0,-7.8,0.0,,1019.3,310.0,2.1
2016-01-12 16:00:00,24.3,18.9,0.0,-8.3,0.0,,1018.7,40.0,2.6
2016-01-12 17:00:00,18.66,18.9,0.0,-6.7,0.0,,1018.3,40.0,2.1
2016-01-12 18:00:00,18.59,17.8,0.0,-6.7,0.0,,1018.4,350.0,2.6
2016-01-12 19:00:00,18.36,15.6,0.0,-4.4,0.0,,1019.1,300.0,2.6
2016-01-12 20:00:00,20.27,12.2,0.0,0.0,0.0,,1019.2,220.0,2.6
2016-01-12 21:00:00,19.81,12.2,0.0,-1.1,,,1019.0,0.0,0.0
2016-01-12 22:00:00,21.59,11.1,0.0,-1.1,,,1019.4,0.0,0.0
2016-01-12 23:00:00,20.65,8.9,0.0,1.1,,,1020.0,230.0,2.1
2016-01-13 00:00:00,23.25,7.8,0.0,1.1,0.0,,1019.9,0.0,0.0
2016-01-13 01:00:00,25.24,8.9,0.0,0.0,0.0,,1019.5,360.0,2.1
2016-01-13 02:00:00,23.47,7.2,0.0,1.1,0.0,,1019.6,220.0,2.1
2016-01-13 03:00:00,25.43,6.7,0.0,0.6,0.0,,1019.7,140.0,1.5
2016-01-13 04:00:00,24.95,6.1,0.0,0.0,0.0,,1019.3,110.0,1.5
2016-01-13 05:00:00,25.89,6.1,2.0,0.0,0.0,,1019.2,110.0,1.5
2016-01-13 06:00:00,27.19,4.4,2.0,0.6,0.0,,1019.3,0.0,0.0
2016-01-13 07:00:00,30.54,5.0,0.0,-0.6,0.0,,1019.7,150.0,1.5
2016-01-13 08:00:00,29.34,6.7,0.0,-1.7,0.0,,1020.0,110.0,2.1
2016-01-13 09:00:00,25.94,8.9,2.0,-2.2,0.0,,1020.5,120.0,3.6
2016-01-13 10:00:00,27.6,11.7,2.0,-2.8,0.0,,1021.2,100.0,1.5
2016-01-13 11:00:00,26.41,13.3,2.0,-2.2,0.0,,1021.1,,1.5
